,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3017,2017,0.8157897941000001,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
3018,2018,0.8103316020000001,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
3019,2019,0.8141103504,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
3020,2020,0.8183089597000001,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
3021,2015,86.4,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3022,2016,86.25,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3023,2017,86.1,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3024,2018,85.95,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3025,2019,85.8,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3026,2020,85.65,AG.LND.FRST.ZS,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
3027,2015,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3028,2016,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3029,2017,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3030,2018,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3031,2019,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3032,2020,34.0425531915,AG.LND.FRST.ZS,AND,Andorra,Europe & Central Asia,High income,Not classified
3033,2015,55.653076121,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3034,2016,55.20784471,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3035,2017,54.7626293415,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3036,2018,54.3174059517,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3037,2019,53.8721745408,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3038,2020,53.426951151,AG.LND.FRST.ZS,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
3039,2015,19.2045454545,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3040,2016,19.0454545455,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3041,2017,18.9090909091,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3042,2018,18.75,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3043,2019,18.5909090909,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3044,2020,18.4545454545,AG.LND.FRST.ZS,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
3045,2015,10.6321870581,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3046,2016,10.6003968297,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3047,2017,10.5598368832,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3048,2018,10.5203731515,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3049,2019,10.4801786099,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3050,2020,10.4407148782,AG.LND.FRST.ZS,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
3051,2015,11.574288725,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3052,2016,11.5669125395,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3053,2017,11.5595363541,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3054,2018,11.5521601686,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3055,2019,11.5447839831,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3056,2020,11.5374077977,AG.LND.FRST.ZS,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
3057,2015,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3058,2016,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3059,2017,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3060,2018,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3061,2019,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3062,2020,2.3333333333,AG.LND.FRST.ZS,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
3063,2015,17.3248245968,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3064,2016,17.4254877132,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3065,2017,17.422913617,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3066,2018,17.4213145572,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3067,2019,17.4213145572,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3068,2020,17.4213145572,AG.LND.FRST.ZS,AUS,Australia,East Asia & Pacific,High income,Not classified
3069,2015,47.0333252545,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3070,2016,47.0769510422,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3071,2017,47.1204556471,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3072,2018,47.1639602521,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3073,2019,47.207464857,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3074,2020,47.2509694619,AG.LND.FRST.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
3075,2015,13.0395336487,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3076,2016,13.1544115157,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3077,2017,13.2731460647,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3078,2018,13.4139297554,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3079,2019,13.5533670482,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3080,2020,13.6928642292,AG.LND.FRST.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
3081,2015,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3082,2016,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3083,2017,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3084,2018,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3085,2019,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3086,2020,50.9350649351,AG.LND.FRST.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
3087,2015,0.7712082262000001,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3088,2016,0.7958921694000001,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3089,2017,0.8205128205000001,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3090,2018,0.8461538462,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3091,2019,0.8717948718,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3092,2020,0.8974358974000001,AG.LND.FRST.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
3093,2015,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3094,2016,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3095,2017,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3096,2018,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3097,2019,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3098,2020,14.4687716064,AG.LND.FRST.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
3099,2015,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3100,2016,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3101,2017,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3102,2018,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3103,2019,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3104,2020,14.6511627907,AG.LND.FRST.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
3105,2015,42.5341662643,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3106,2016,42.9069698701,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3107,2017,42.9779792108,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3108,2018,43.0515321707,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3109,2019,43.1229677801,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3110,2020,43.1944033895,AG.LND.FRST.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
3111,2015,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3112,2016,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3113,2017,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3114,2018,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3115,2019,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3116,2020,22.7642007926,AG.LND.FRST.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
3117,2015,58.4318281456,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3118,2016,57.9430074529,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3119,2017,57.453748356,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3120,2018,56.9649276633,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3121,2019,56.4756685664,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3122,2020,55.9864094695,AG.LND.FRST.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
3123,2015,30.0208407237,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3124,2016,29.5774210713,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3125,2017,29.1340014189,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3126,2018,28.6905817666,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3127,2019,28.247162114200002,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3128,2020,27.8037424619,AG.LND.FRST.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
3129,2015,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3130,2016,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3131,2017,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3132,2018,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3133,2019,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3134,2020,18.5185185185,AG.LND.FRST.ZS,BMU,Bermuda,North America,High income,Not classified
3135,2015,71.2327832726,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3136,2016,71.2342701342,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3137,2017,71.2861786913,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3138,2018,71.3455689565,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3139,2019,71.3974829575,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3140,2020,71.4493969586,AG.LND.FRST.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
3141,2015,48.0266038955,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3142,2016,47.7713283486,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3143,2017,47.5327425459,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3144,2018,47.312138835,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3145,2019,47.109535678,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3146,2020,46.9249146128,AG.LND.FRST.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3147,2015,42.197265625,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3148,2016,42.5099609375,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3149,2017,42.7326171875,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3150,2018,42.7326171875,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3151,2019,42.7326171875,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3152,2020,42.7326171875,AG.LND.FRST.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3153,2015,27.9607573271,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3154,2016,27.7520159512,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3155,2017,27.5432745752,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3156,2018,27.3345331992,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3157,2019,27.1257918233,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3158,2020,26.9170504473,AG.LND.FRST.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3159,2015,60.2867145083,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3160,2016,60.0710325503,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3161,2017,59.8328814784,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3162,2018,59.7084279517,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3163,2019,59.5585261793,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3164,2020,59.4174780513,AG.LND.FRST.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3165,2015,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3166,2016,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3167,2017,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3168,2018,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3169,2019,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3170,2020,24.1333333333,AG.LND.FRST.ZS,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified
3171,2015,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3172,2016,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3173,2017,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3174,2018,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3175,2019,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3176,2020,72.1062618596,AG.LND.FRST.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3177,2015,35.3076639646,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3178,2016,35.3813559322,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3179,2017,35.5011053795,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3180,2018,35.6208548268,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3181,2019,35.7406042741,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3182,2020,35.8603537214,AG.LND.FRST.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3183,2015,23.634502924,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3184,2016,23.451754386,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3185,2017,23.269005848,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3186,2018,23.0862573099,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3187,2019,22.9035087719,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3188,2020,22.7207602339,AG.LND.FRST.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3189,2015,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3190,2016,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3191,2017,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3192,2018,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3193,2019,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3194,2020,10.8894080997,AG.LND.FRST.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3195,2015,10.9727047146,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3196,2016,11.047146402,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3197,2017,11.1215880893,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3198,2018,11.1960297767,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3199,2019,11.270471464,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3200,2020,11.3449131514,AG.LND.FRST.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3201,2015,50.1179469748,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3202,2016,49.2359506005,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3203,2017,48.3539542262,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3204,2018,47.4719578518,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3205,2019,46.5899614775,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3206,2020,45.7079651031,AG.LND.FRST.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3207,2015,43.6218400288,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3208,2016,43.5033741617,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3209,2017,43.3849082947,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3210,2018,43.2664424277,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3211,2019,43.1479765607,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3212,2020,43.0295106937,AG.LND.FRST.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3213,2015,38.7164380704,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3214,2016,38.7120133756,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3215,2017,38.7078876014,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3216,2018,38.7037629425,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3217,2019,38.6996371683,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3218,2020,38.6955125095,AG.LND.FRST.ZS,CAN,Canada,North America,High income,Not classified
3219,2015,53.0,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3220,2016,53.0,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3221,2017,53.0,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3222,2018,53.375,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3223,2019,53.0,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3224,2020,53.0,AG.LND.FRST.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
3225,2015,36.0412854345,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3226,2016,35.9931297955,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3227,2017,35.9449741565,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3228,2018,35.8968185174,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3229,2019,35.8486628784,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3230,2020,35.8005072394,AG.LND.FRST.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3231,2015,3.8834180432,AG.LND.FRST.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3232,2016,3.7873252859,AG.LND.FRST.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3233,2017,3.6936149936,AG.LND.FRST.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3234,2018,3.6014930114,AG.LND.FRST.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
